x,y
404,202.0
405,202.5
406,203.0
407,203.5
408,204.0
409,204.5
410,205.0
411,205.5
412,206.0
413,206.5
414,207.0
415,207.5
416,208.0
417,208.5
418,209.0
419,209.5
420,210.0
421,210.5
422,211.0
423,211.5
424,212.0
425,212.5
426,213.0
427,213.5
428,214.0
429,214.5
430,215.0
431,215.5
432,216.0
433,216.5
434,217.0
435,217.5
436,218.0
437,218.5
438,219.0
439,219.5
440,220.0
441,220.5
442,221.0
443,221.5
444,222.0
445,222.5
446,223.0
447,223.5
448,224.0
449,224.5
450,225.0
451,225.5
452,226.0
453,226.5
454,227.0
455,227.5
456,228.0
457,228.5
458,229.0
459,229.5
460,230.0
461,230.5
462,231.0
463,231.5
464,232.0
465,232.5
466,233.0
467,233.5
468,234.0
469,234.5
470,235.0
471,235.5
472,236.0
473,236.5
474,237.0
475,237.5
476,238.0
477,238.5
478,239.0
479,239.5
480,240.0
481,240.5
482,241.0
483,241.5
484,242.0
485,242.5
486,243.0
487,243.5
488,244.0
489,244.5
490,245.0
491,245.5
492,246.0
493,246.5
494,247.0
495,247.5
496,248.0
497,248.5
498,249.0
499,249.5
500,250.0
501,250.5
502,251.0
503,251.5
504,252.0
505,252.5
506,253.0
507,253.5
508,254.0
509,254.5
510,255.0
511,255.5
512,256.0
513,256.5
514,257.0
515,257.5
516,258.0
517,258.5
518,259.0
519,259.5
520,260.0
521,260.5
522,261.0
523,261.5
524,262.0
525,262.5
526,263.0
527,263.5
528,264.0
529,264.5
530,265.0
531,265.5
532,266.0
533,266.5
534,267.0
535,267.5
536,268.0
537,268.5
538,269.0
539,269.5
540,270.0
541,270.5
542,271.0
543,271.5
544,272.0
545,272.5
546,273.0
547,273.5
548,274.0
549,274.5
550,275.0
551,275.5
552,276.0
553,276.5
554,277.0
555,277.5
556,278.0
557,278.5
558,279.0
559,279.5
560,280.0
561,280.5
562,281.0
563,281.5
564,282.0
565,282.5
566,283.0
567,283.5
568,284.0
569,284.5
570,285.0
571,285.5
572,286.0
573,286.5
574,287.0
575,287.5
576,288.0
577,288.5
578,289.0
579,289.5
580,290.0
581,290.5
582,291.0
583,291.5
584,292.0
585,292.5
586,293.0
587,293.5
588,294.0
589,294.5
590,295.0
591,295.5
592,296.0
593,296.5
594,297.0
595,297.5
596,298.0
597,298.5
598,299.0
599,299.5
600,300.0
601,300.5
602,301.0
603,301.5
604,302.0
605,302.5
606,303.0
607,303.5
608,304.0
609,304.5
610,305.0
611,305.5
612,306.0
613,306.5
614,307.0
615,307.5
616,308.0
617,308.5
618,309.0
619,309.5
620,310.0
621,310.5
622,311.0
623,311.5
624,312.0
625,312.5
626,313.0
627,313.5
628,314.0
629,314.5
630,315.0
631,315.5
632,316.0
633,316.5
634,317.0
635,317.5
636,318.0
637,318.5
638,319.0
639,319.5
640,320.0
641,320.5
642,321.0
643,321.5
644,322.0
645,322.5
646,323.0
647,323.5
648,324.0
649,324.5
650,325.0
651,325.5
652,326.0
653,326.5
654,327.0
655,327.5
656,328.0
657,328.5
658,329.0
659,329.5
660,330.0
661,330.5
662,331.0
663,331.5
664,332.0
665,332.5
666,333.0
667,333.5
668,334.0
669,334.5
670,335.0
671,335.5
672,336.0
673,336.5
674,337.0
675,337.5
676,338.0
677,338.5
678,339.0
679,339.5
680,340.0
681,340.5
682,341.0
683,341.5
684,342.0
685,342.5
686,343.0
687,343.5
688,344.0
689,344.5
690,345.0
691,345.5
692,346.0
693,346.5
694,347.0
695,347.5
696,348.0
697,348.5
698,349.0
699,349.5
700,350.0
701,350.5
702,351.0
703,351.5
704,352.0
705,352.5
706,353.0
707,353.5
708,354.0
709,354.5
710,355.0
711,355.5
712,356.0
713,356.5
714,357.0
715,357.5
716,358.0
717,358.5
718,359.0
719,359.5
720,360.0
721,360.5
722,361.0
723,361.5
724,362.0
725,362.5
726,363.0
727,363.5
728,364.0
729,364.5
730,365.0
731,365.5
732,366.0
733,366.5
734,367.0
735,367.5
736,368.0
737,368.5
738,369.0
739,369.5
740,370.0
741,370.5
742,371.0
743,371.5
744,372.0
745,372.5
746,373.0
747,373.5
748,374.0
749,374.5
750,375.0
751,375.5
752,376.0
753,376.5
754,377.0
755,377.5
756,378.0
757,378.5
758,379.0
759,379.5
760,380.0
761,380.5
762,381.0
763,381.5
764,382.0
765,382.5
766,383.0
767,383.5
768,384.0
769,384.5
770,385.0
771,385.5
772,386.0
773,386.5
774,387.0
775,387.5
776,388.0
777,388.5
778,389.0
779,389.5
780,390.0
781,390.5
782,391.0
783,391.5
784,392.0
785,392.5
786,393.0
787,393.5
788,394.0
789,394.5
790,395.0
791,395.5
792,396.0
793,396.5
794,397.0
795,397.5
796,398.0
797,398.5
798,399.0
799,399.5
800,400.0
801,400.5
802,401.0
803,401.5
804,402.0
805,402.5
806,403.0
807,403.5
808,404.0
809,404.5
810,405.0
811,405.5
812,406.0
813,406.5
814,407.0
815,407.5
816,408.0
817,408.5
818,409.0
819,409.5
820,410.0
821,410.5
822,411.0
823,411.5
824,412.0
825,412.5
826,413.0
827,413.5
828,414.0
829,414.5
830,415.0
831,415.5
832,416.0
833,416.5
834,417.0
835,417.5
836,418.0
837,418.5
838,419.0
839,419.5
840,420.0
841,420.5
842,421.0
843,421.5
844,422.0
845,422.5
846,423.0
847,423.5
848,424.0
849,424.5
850,425.0
851,425.5
852,426.0
853,426.5
854,427.0
855,427.5
856,428.0
857,428.5
858,429.0
859,429.5
860,430.0
861,430.5
862,431.0
863,431.5
864,432.0
865,432.5
866,433.0
867,433.5
868,434.0
869,434.5
870,435.0
871,435.5
872,436.0
873,436.5
874,437.0
875,437.5
876,438.0
877,438.5
878,439.0
879,439.5
880,440.0
881,440.5
882,441.0
883,441.5
884,442.0
885,442.5
886,443.0
887,443.5
888,444.0
889,444.5
890,445.0
891,445.5
892,446.0
893,446.5
894,447.0
895,447.5
896,448.0
897,448.5
898,449.0
899,449.5
900,450.0
901,450.5
902,451.0
903,451.5
904,452.0
905,452.5
906,453.0
907,453.5
908,454.0
909,454.5
910,455.0
911,455.5
912,456.0
913,456.5
914,457.0
915,457.5
916,458.0
917,458.5
918,459.0
919,459.5
920,460.0
921,460.5
922,461.0
923,461.5
924,462.0
925,462.5
926,463.0
927,463.5
928,464.0
929,464.5
930,465.0
931,465.5
932,466.0
933,466.5
934,467.0
935,467.5
936,468.0
937,468.5
938,469.0
939,469.5
940,470.0
941,470.5
942,471.0
943,471.5
944,472.0
945,472.5
946,473.0
947,473.5
948,474.0
949,474.5
950,475.0
951,475.5
952,476.0
953,476.5
954,477.0
955,477.5
956,478.0
957,478.5
958,479.0
959,479.5
960,480.0
961,480.5
962,481.0
963,481.5
964,482.0
965,482.5
966,483.0
967,483.5
968,484.0
969,484.5
970,485.0
971,485.5
972,486.0
973,486.5
974,487.0
975,487.5
976,488.0
977,488.5
978,489.0
979,489.5
980,490.0
981,490.5
982,491.0
983,491.5
984,492.0
985,492.5
986,493.0
987,493.5
988,494.0
989,494.5
990,495.0
991,495.5
992,496.0
993,496.5
994,497.0
995,497.5
996,498.0
997,498.5
998,499.0
999,499.5
1000,500.0
1001,500.5
1002,501.0
1003,501.5
1004,502.0
1005,502.5
1006,503.0
1007,503.5
1008,504.0
1009,504.5
1010,505.0
1011,505.5
1012,506.0
1013,506.5
1014,507.0
1015,507.5
1016,508.0
1017,508.5
1018,509.0
1019,509.5
1020,510.0
1021,510.5
1022,511.0
1023,511.5
1024,512.0
1025,512.5
1026,513.0
1027,513.5
1028,514.0
1029,514.5
1030,515.0
1031,515.5
1032,516.0
1033,516.5
1034,517.0
1035,517.5
1036,518.0
1037,518.5
1038,519.0
1039,519.5
1040,520.0
1041,520.5
1042,521.0
1043,521.5
1044,522.0
1045,522.5
1046,523.0
1047,523.5
1048,524.0
1049,524.5
1050,525.0
1051,525.5
1052,526.0
1053,526.5
1054,527.0
1055,527.5
1056,528.0
1057,528.5
1058,529.0
1059,529.5
1060,530.0
1061,530.5
1062,531.0
1063,531.5
1064,532.0
1065,532.5
1066,533.0
1067,533.5
1068,534.0
1069,534.5
1070,535.0
1071,535.5
1072,536.0
1073,536.5
1074,537.0
1075,537.5
1076,538.0
1077,538.5
1078,539.0
1079,539.5
1080,540.0
1081,540.5
1082,541.0
1083,541.5
1084,542.0
1085,542.5
1086,543.0
1087,543.5
1088,544.0
1089,544.5
1090,545.0
1091,545.5
1092,546.0
1093,546.5
1094,547.0
1095,547.5
1096,548.0
1097,548.5
1098,549.0
1099,549.5
1100,550.0
1101,550.5
1102,551.0
1103,551.5
1104,552.0
1105,552.5
1106,553.0
1107,553.5
1108,554.0
1109,554.5
1110,555.0
1111,555.5
1112,556.0
1113,556.5
1114,557.0
1115,557.5
1116,558.0
1117,558.5
1118,559.0
1119,559.5
1120,560.0
1121,560.5
1122,561.0
1123,561.5
1124,562.0
1125,562.5
1126,563.0
1127,563.5
1128,564.0
1129,564.5
1130,565.0
1131,565.5
1132,566.0
1133,566.5
1134,567.0
1135,567.5
1136,568.0
1137,568.5
1138,569.0
1139,569.5
1140,570.0
1141,570.5
1142,571.0
1143,571.5
1144,572.0
1145,572.5
1146,573.0
1147,573.5
1148,574.0
1149,574.5
1150,575.0
1151,575.5
1152,576.0
1153,576.5
1154,577.0
1155,577.5
1156,578.0
1157,578.5
1158,579.0
1159,579.5
1160,580.0
1161,580.5
1162,581.0
1163,581.5
1164,582.0
1165,582.5
1166,583.0
1167,583.5
1168,584.0
1169,584.5
1170,585.0
1171,585.5
1172,586.0
1173,586.5
1174,587.0
1175,587.5
1176,588.0
1177,588.5
1178,589.0
1179,589.5
1180,590.0
1181,590.5
1182,591.0
1183,591.5
1184,592.0
1185,592.5
1186,593.0
1187,593.5
1188,594.0
1189,594.5
1190,595.0
1191,595.5
1192,596.0
1193,596.5
1194,597.0
1195,597.5
1196,598.0
1197,598.5
1198,599.0
1199,599.5
1200,600.0
1201,600.5
1202,601.0
1203,601.5
1204,602.0
1205,602.5
1206,603.0
1207,603.5
1208,604.0
1209,604.5
1210,605.0
1211,605.5
1212,606.0
1213,606.5
1214,607.0
1215,607.5
1216,608.0
1217,608.5
1218,609.0
1219,609.5
1220,610.0
1221,610.5
1222,611.0
1223,611.5
1224,612.0
1225,612.5
1226,613.0
1227,613.5
1228,614.0
1229,614.5
1230,615.0
1231,615.5
1232,616.0
1233,616.5
1234,617.0
1235,617.5
1236,618.0
1237,618.5
1238,619.0
1239,619.5
1240,620.0
1241,620.5
1242,621.0
1243,621.5
1244,622.0
1245,622.5
1246,623.0
1247,623.5
1248,624.0
1249,624.5
1250,625.0
1251,625.5
1252,626.0
1253,626.5
1254,627.0
1255,627.5
1256,628.0
1257,628.5
1258,629.0
1259,629.5
1260,630.0
1261,630.5
1262,631.0
1263,631.5
1264,632.0
1265,632.5
1266,633.0
1267,633.5
1268,634.0
1269,634.5
1270,635.0
1271,635.5
1272,636.0
1273,636.5
1274,637.0
1275,637.5
1276,638.0
1277,638.5
1278,639.0
1279,639.5
1280,640.0
1281,640.5
1282,641.0
1283,641.5
1284,642.0
1285,642.5
1286,643.0
1287,643.5
1288,644.0
1289,644.5
1290,645.0
1291,645.5
1292,646.0
1293,646.5
1294,647.0
1295,647.5
1296,648.0
1297,648.5
1298,649.0
1299,649.5
1300,650.0
1301,650.5
1302,651.0
1303,651.5
1304,652.0
1305,652.5
1306,653.0
1307,653.5
1308,654.0
1309,654.5
1310,655.0
1311,655.5
1312,656.0
1313,656.5
1314,657.0
1315,657.5
1316,658.0
1317,658.5
1318,659.0
1319,659.5
1320,660.0
1321,660.5
1322,661.0
1323,661.5
1324,662.0
1325,662.5
1326,663.0
1327,663.5
1328,664.0
1329,664.5
1330,665.0
1331,665.5
1332,666.0
1333,666.5
1334,667.0
1335,667.5
1336,668.0
1337,668.5
1338,669.0
1339,669.5
1340,670.0
1341,670.5
1342,671.0
1343,671.5
1344,672.0
1345,672.5
1346,673.0
1347,673.5
1348,674.0
1349,674.5
1350,675.0
1351,675.5
1352,676.0
1353,676.5
1354,677.0
1355,677.5
1356,678.0
1357,678.5
1358,679.0
1359,679.5
1360,680.0
1361,680.5
1362,681.0
1363,681.5
1364,682.0
1365,682.5
1366,683.0
1367,683.5
1368,684.0
1369,684.5
1370,685.0
1371,685.5
1372,686.0
1373,686.5
1374,687.0
1375,687.5
1376,688.0
1377,688.5
1378,689.0
1379,689.5
1380,690.0
1381,690.5
1382,691.0
1383,691.5
1384,692.0
1385,692.5
1386,693.0
1387,693.5
1388,694.0
1389,694.5
1390,695.0
1391,695.5
1392,696.0
1393,696.5
1394,697.0
1395,697.5
1396,698.0
1397,698.5
1398,699.0
1399,699.5
1400,700.0
1401,700.5
1402,701.0
1403,701.5
1404,702.0
1405,702.5
1406,703.0
1407,703.5
1408,704.0
1409,704.5
1410,705.0
1411,705.5
1412,706.0
1413,706.5
1414,707.0
1415,707.5
1416,708.0
1417,708.5
1418,709.0
1419,709.5
1420,710.0
1421,710.5
1422,711.0
1423,711.5
1424,712.0
1425,712.5
1426,713.0
1427,713.5
1428,714.0
1429,714.5
1430,715.0
1431,715.5
1432,716.0
1433,716.5
1434,717.0
1435,717.5
1436,718.0
1437,718.5
1438,719.0
1439,719.5
1440,720.0
1441,720.5
1442,721.0
1443,721.5
1444,722.0
1445,722.5
1446,723.0
1447,723.5
1448,724.0
1449,724.5
1450,725.0
1451,725.5
1452,726.0
1453,726.5
1454,727.0
1455,727.5
1456,728.0
1457,728.5
1458,729.0
1459,729.5
1460,730.0
1461,730.5
1462,731.0
1463,731.5
1464,732.0
1465,732.5
1466,733.0
1467,733.5
1468,734.0
1469,734.5
1470,735.0
1471,735.5
1472,736.0
1473,736.5
1474,737.0
1475,737.5
1476,738.0
1477,738.5
1478,739.0
1479,739.5
1480,740.0
1481,740.5
1482,741.0
1483,741.5
1484,742.0
1485,742.5
1486,743.0
1487,743.5
1488,744.0
1489,744.5
1490,745.0
1491,745.5
1492,746.0
1493,746.5
1494,747.0
1495,747.5
1496,748.0
1497,748.5
1498,749.0
1499,749.5
1500,750.0
1501,750.5
1502,751.0
1503,751.5
1504,752.0
1505,752.5
1506,753.0
1507,753.5
1508,754.0
1509,754.5
1510,755.0
1511,755.5
1512,756.0
1513,756.5
1514,757.0
1515,757.5
1516,758.0
1517,758.5
1518,759.0
1519,759.5
1520,760.0
1521,760.5
1522,761.0
1523,761.5
1524,762.0
1525,762.5
1526,763.0
1527,763.5
1528,764.0
1529,764.5
1530,765.0
1531,765.5
1532,766.0
1533,766.5
1534,767.0
1535,767.5
1536,768.0
1537,768.5
1538,769.0
1539,769.5
1540,770.0
1541,770.5
1542,771.0
1543,771.5
1544,772.0
1545,772.5
1546,773.0
1547,773.5
1548,774.0
1549,774.5
1550,775.0
1551,775.5
1552,776.0
1553,776.5
1554,777.0
1555,777.5
1556,778.0
1557,778.5
1558,779.0
1559,779.5
1560,780.0
1561,780.5
1562,781.0
1563,781.5
1564,782.0
1565,782.5
1566,783.0
1567,783.5
1568,784.0
1569,784.5
1570,785.0
1571,785.5
1572,786.0
1573,786.5
1574,787.0
1575,787.5
1576,788.0
1577,788.5
1578,789.0
1579,789.5
1580,790.0
1581,790.5
1582,791.0
1583,791.5
1584,792.0
1585,792.5
1586,793.0
1587,793.5
1588,794.0
1589,794.5
1590,795.0
1591,795.5
1592,796.0
1593,796.5
1594,797.0
1595,797.5
1596,798.0
1597,798.5
1598,799.0
1599,799.5
1600,800.0
1601,800.5
1602,801.0
1603,801.5
1604,802.0
1605,802.5
1606,803.0
1607,803.5
1608,804.0
1609,804.5
1610,805.0
1611,805.5
1612,806.0
1613,806.5
1614,807.0
1615,807.5
1616,808.0
1617,808.5
1618,809.0
1619,809.5
1620,810.0
1621,810.5
1622,811.0
1623,811.5
1624,812.0
1625,812.5
1626,813.0
1627,813.5
1628,814.0
1629,814.5
1630,815.0
1631,815.5
1632,816.0
1633,816.5
1634,817.0
1635,817.5
1636,818.0
1637,818.5
1638,819.0
1639,819.5
1640,820.0
1641,820.5
1642,821.0
1643,821.5
1644,822.0
1645,822.5
1646,823.0
1647,823.5
1648,824.0
1649,824.5
1650,825.0
1651,825.5
1652,826.0
1653,826.5
1654,827.0
1655,827.5
1656,828.0
1657,828.5
1658,829.0
1659,829.5
1660,830.0
1661,830.5
1662,831.0
1663,831.5
1664,832.0
1665,832.5
1666,833.0
1667,833.5
1668,834.0
1669,834.5
1670,835.0
1671,835.5
1672,836.0
1673,836.5
1674,837.0
1675,837.5
1676,838.0
1677,838.5
1678,839.0
1679,839.5
1680,840.0
1681,840.5
1682,841.0
1683,841.5
1684,842.0
1685,842.5
1686,843.0
1687,843.5
1688,844.0
1689,844.5
1690,845.0
1691,845.5
1692,846.0
1693,846.5
1694,847.0
1695,847.5
1696,848.0
1697,848.5
1698,849.0
1699,849.5
1700,850.0
1701,850.5
1702,851.0
1703,851.5
1704,852.0
1705,852.5
1706,853.0
1707,853.5
1708,854.0
1709,854.5
1710,855.0
1711,855.5
1712,856.0
1713,856.5
1714,857.0
1715,857.5
1716,858.0
1717,858.5
1718,859.0
1719,859.5
1720,860.0
1721,860.5
1722,861.0
1723,861.5
1724,862.0
1725,862.5
1726,863.0
1727,863.5
1728,864.0
1729,864.5
1730,865.0
1731,865.5
1732,866.0
1733,866.5
1734,867.0
1735,867.5
1736,868.0
1737,868.5
1738,869.0
1739,869.5
1740,870.0
1741,870.5
1742,871.0
1743,871.5
1744,872.0
1745,872.5
1746,873.0
1747,873.5
1748,874.0
1749,874.5
1750,875.0
1751,875.5
1752,876.0
1753,876.5
1754,877.0
1755,877.5
1756,878.0
1757,878.5
1758,879.0
1759,879.5
1760,880.0
1761,880.5
1762,881.0
1763,881.5
1764,882.0
1765,882.5
1766,883.0
1767,883.5
1768,884.0
1769,884.5
1770,885.0
1771,885.5
1772,886.0
1773,886.5
1774,887.0
1775,887.5
1776,888.0
1777,888.5
1778,889.0
1779,889.5
1780,890.0
1781,890.5
1782,891.0
1783,891.5
1784,892.0
1785,892.5
1786,893.0
1787,893.5
1788,894.0
1789,894.5
1790,895.0
1791,895.5
1792,896.0
1793,896.5
1794,897.0
1795,897.5
1796,898.0
1797,898.5
1798,899.0
1799,899.5
1800,900.0
1801,900.5
1802,901.0
1803,901.5
1804,902.0
1805,902.5
1806,903.0
1807,903.5
1808,904.0
1809,904.5
1810,905.0
1811,905.5
1812,906.0
1813,906.5
1814,907.0
1815,907.5
1816,908.0
1817,908.5
1818,909.0
1819,909.5
1820,910.0
1821,910.5
1822,911.0
1823,911.5
1824,912.0
1825,912.5
1826,913.0
1827,913.5
1828,914.0
1829,914.5
1830,915.0
1831,915.5
1832,916.0
1833,916.5
1834,917.0
1835,917.5
1836,918.0
1837,918.5
1838,919.0
1839,919.5
1840,920.0
1841,920.5
1842,921.0
1843,921.5
1844,922.0
1845,922.5
1846,923.0
1847,923.5
1848,924.0
1849,924.5
1850,925.0
1851,925.5
1852,926.0
1853,926.5
1854,927.0
1855,927.5
1856,928.0
1857,928.5
1858,929.0
1859,929.5
1860,930.0
1861,930.5
1862,931.0
1863,931.5
1864,932.0
1865,932.5
1866,933.0
1867,933.5
1868,934.0
1869,934.5
1870,935.0
1871,935.5
1872,936.0
1873,936.5
1874,937.0
1875,937.5
1876,938.0
1877,938.5
1878,939.0
1879,939.5
1880,940.0
1881,940.5
1882,941.0
1883,941.5
1884,942.0
1885,942.5
1886,943.0
1887,943.5
1888,944.0
1889,944.5
1890,945.0
1891,945.5
1892,946.0
1893,946.5
1894,947.0
1895,947.5
1896,948.0
1897,948.5
1898,949.0
1899,949.5
1900,950.0
1901,950.5
1902,951.0
1903,951.5
1904,952.0
1905,952.5
1906,953.0
1907,953.5
1908,954.0
1909,954.5
1910,955.0
1911,955.5
1912,956.0
1913,956.5
1914,957.0
1915,957.5
1916,958.0
1917,958.5
1918,959.0
1919,959.5
1920,960.0
1921,960.5
1922,961.0
1923,961.5
1924,962.0
1925,962.5
1926,963.0
1927,963.5
1928,964.0
1929,964.5
1930,965.0
1931,965.5
1932,966.0
1933,966.5
1934,967.0
1935,967.5
1936,968.0
1937,968.5
1938,969.0
1939,969.5
1940,970.0
1941,970.5
1942,971.0
1943,971.5
1944,972.0
1945,972.5
1946,973.0
1947,973.5
1948,974.0
1949,974.5
1950,975.0
1951,975.5
1952,976.0
1953,976.5
1954,977.0
1955,977.5
1956,978.0
1957,978.5
1958,979.0
1959,979.5
1960,980.0
1961,980.5
1962,981.0
1963,981.5
1964,982.0
1965,982.5
1966,983.0
1967,983.5
1968,984.0
1969,984.5
1970,985.0
1971,985.5
1972,986.0
1973,986.5
1974,987.0
1975,987.5
1976,988.0
1977,988.5
1978,989.0
1979,989.5
1980,990.0
1981,990.5
1982,991.0
1983,991.5
1984,992.0
1985,992.5
1986,993.0
1987,993.5
1988,994.0
1989,994.5
1990,995.0
1991,995.5
1992,996.0
1993,996.5
1994,997.0
1995,997.5
1996,998.0
1997,998.5
1998,999.0
1999,999.5
2000,1000.0
2001,1000.5
2002,1001.0
2003,1001.5
2004,1002.0
2005,1002.5
2006,1003.0
2007,1003.5
2008,1004.0
2009,1004.5
2010,1005.0
2011,1005.5
2012,1006.0
2013,1006.5
2014,1007.0
2015,1007.5
2016,1008.0
2017,1008.5
2018,1009.0
2019,1009.5
2020,1010.0
2021,1010.5
2022,1011.0
2023,1011.5
2024,1012.0
2025,1012.5
2026,1013.0
2027,1013.5
2028,1014.0
2029,1014.5
2030,1015.0
2031,1015.5
2032,1016.0
2033,1016.5
2034,1017.0
2035,1017.5
2036,1018.0
2037,1018.5
2038,1019.0
2039,1019.5
2040,1020.0
2041,1020.5
2042,1021.0
2043,1021.5
2044,1022.0
2045,1022.5
2046,1023.0
2047,1023.5
2048,1024.0
2049,1024.5
2050,1025.0
2051,1025.5
2052,1026.0
2053,1026.5
2054,1027.0
2055,1027.5
2056,1028.0
2057,1028.5
2058,1029.0
2059,1029.5
2060,1030.0
2061,1030.5
2062,1031.0
2063,1031.5
2064,1032.0
2065,1032.5
2066,1033.0
2067,1033.5
2068,1034.0
2069,1034.5
2070,1035.0
2071,1035.5
2072,1036.0
2073,1036.5
2074,1037.0
2075,1037.5
2076,1038.0
2077,1038.5
2078,1039.0
2079,1039.5
2080,1040.0
2081,1040.5
2082,1041.0
2083,1041.5
2084,1042.0
2085,1042.5
2086,1043.0
2087,1043.5
2088,1044.0
2089,1044.5
2090,1045.0
2091,1045.5
2092,1046.0
2093,1046.5
2094,1047.0
2095,1047.5
2096,1048.0
2097,1048.5
2098,1049.0
2099,1049.5
2100,1050.0
2101,1050.5
2102,1051.0
2103,1051.5
2104,1052.0
2105,1052.5
2106,1053.0
2107,1053.5
2108,1054.0
2109,1054.5
2110,1055.0
2111,1055.5
2112,1056.0
2113,1056.5
2114,1057.0
2115,1057.5
2116,1058.0
2117,1058.5
2118,1059.0
2119,1059.5
2120,1060.0
2121,1060.5
2122,1061.0
2123,1061.5
